sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mcox | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.169 | Public IP: 79.159.220.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:42 UTC Thu Jun 25 2020 | Duration: 1d 0h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 287210075 | Bytes Rx: 73103665 | IP Addr: 10.145.232.169 | Public IP: 79.159.220.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:42 UTC Thu Jun 25 2020 | Duration: 1d 0h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 287210075 | Bytes Rx: 73103665 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 125 | Audit Session ID: 0a9107280007d0005ef45806 | Security Group Tag: none | EasyVPN: 0 |Session ID: 125 | Audit Session ID: 0a9107280007d0005ef45806 | Security Group Tag: none | EasyVPN: 0 ||
Username: GANESANJ | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.179 | Public IP: 116.86.83.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:55 UTC Fri Jun 26 2020 | Duration: 0h:05m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 4312321 | Bytes Rx: 2077695 | IP Addr: 10.145.232.179 | Public IP: 116.86.83.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:55 UTC Fri Jun 26 2020 | Duration: 0h:05m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 4312321 | Bytes Rx: 2077695 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 528 | Audit Session ID: 0a910728002100005ef5aa47 | Security Group Tag: none | EasyVPN: 0 |Session ID: 528 | Audit Session ID: 0a910728002100005ef5aa47 | Security Group Tag: none | EasyVPN: 0 ||
Username: dfuller | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.181 | Public IP: 51.19.122.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:37 UTC Fri Jun 26 2020 | Duration: 0h:04m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 9149408 | Bytes Rx: 3689300 | IP Addr: 10.145.232.181 | Public IP: 51.19.122.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:37 UTC Fri Jun 26 2020 | Duration: 0h:04m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 9149408 | Bytes Rx: 3689300 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 529 | Audit Session ID: 0a910728002110005ef5aa71 | Security Group Tag: none | EasyVPN: 0 |Session ID: 529 | Audit Session ID: 0a910728002110005ef5aa71 | Security Group Tag: none | EasyVPN: 0 ||
Username: pawarast | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.225 | Public IP: 42.111.27.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:54 UTC Fri Jun 26 2020 | Duration: 0h:04m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 6845754 | Bytes Rx: 952800 | IP Addr: 10.145.232.225 | Public IP: 42.111.27.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:54 UTC Fri Jun 26 2020 | Duration: 0h:04m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 6845754 | Bytes Rx: 952800 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 530 | Audit Session ID: 0a910728002120005ef5aa82 | Security Group Tag: none | EasyVPN: 0 |Session ID: 530 | Audit Session ID: 0a910728002120005ef5aa82 | Security Group Tag: none | EasyVPN: 0 ||
Username: ldowie | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.226 | Public IP: 109.145.71.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:56 UTC Fri Jun 26 2020 | Duration: 0h:04m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 1469260 | Bytes Rx: 833824 | IP Addr: 10.145.232.226 | Public IP: 109.145.71.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:56 UTC Fri Jun 26 2020 | Duration: 0h:04m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 1469260 | Bytes Rx: 833824 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 531 | Audit Session ID: 0a910728002130005ef5aa84 | Security Group Tag: none | EasyVPN: 0 |Session ID: 531 | Audit Session ID: 0a910728002130005ef5aa84 | Security Group Tag: none | EasyVPN: 0 ||
Username: venkatachalam.s | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.227 | Public IP: 176.253.2.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:44 UTC Fri Jun 26 2020 | Duration: 0h:03m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 64672209 | Bytes Rx: 5047090 | IP Addr: 10.145.232.227 | Public IP: 176.253.2.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:44 UTC Fri Jun 26 2020 | Duration: 0h:03m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 64672209 | Bytes Rx: 5047090 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 532 | Audit Session ID: 0a910728002140005ef5aab4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 532 | Audit Session ID: 0a910728002140005ef5aab4 | Security Group Tag: none | EasyVPN: 0 ||
Username: Psudalai | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.228 | Public IP: 42.111.161.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:58 UTC Fri Jun 26 2020 | Duration: 0h:02m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 989622 | Bytes Rx: 336973 | IP Addr: 10.145.232.228 | Public IP: 42.111.161.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:58 UTC Fri Jun 26 2020 | Duration: 0h:02m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 989622 | Bytes Rx: 336973 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 533 | Audit Session ID: 0a910728002150005ef5aafe | Security Group Tag: none | EasyVPN: 0 |Session ID: 533 | Audit Session ID: 0a910728002150005ef5aafe | Security Group Tag: none | EasyVPN: 0 ||
Username: luessuma | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.229 | Public IP: 90.240.20.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:05 UTC Fri Jun 26 2020 | Duration: 0h:02m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 38787915 | Bytes Rx: 3521285 | IP Addr: 10.145.232.229 | Public IP: 90.240.20.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:05 UTC Fri Jun 26 2020 | Duration: 0h:02m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 38787915 | Bytes Rx: 3521285 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 534 | Audit Session ID: 0a910728002160005ef5ab05 | Security Group Tag: none | EasyVPN: 0 |Session ID: 534 | Audit Session ID: 0a910728002160005ef5ab05 | Security Group Tag: none | EasyVPN: 0 ||
Username: mukhudda | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.230 | Public IP: 86.29.131.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:20 UTC Fri Jun 26 2020 | Duration: 0h:01m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 19854168 | Bytes Rx: 2381284 | IP Addr: 10.145.232.230 | Public IP: 86.29.131.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:20 UTC Fri Jun 26 2020 | Duration: 0h:01m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 19854168 | Bytes Rx: 2381284 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 535 | Audit Session ID: 0a910728002170005ef5ab14 | Security Group Tag: none | EasyVPN: 0 |Session ID: 535 | Audit Session ID: 0a910728002170005ef5ab14 | Security Group Tag: none | EasyVPN: 0 ||
Username: kpanasur | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.231 | Public IP: 121.244.73.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:24 UTC Fri Jun 26 2020 | Duration: 0h:01m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 9302804 | Bytes Rx: 1037167 | IP Addr: 10.145.232.231 | Public IP: 121.244.73.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:24 UTC Fri Jun 26 2020 | Duration: 0h:01m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 9302804 | Bytes Rx: 1037167 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 536 | Audit Session ID: 0a910728002180005ef5ab18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 536 | Audit Session ID: 0a910728002180005ef5ab18 | Security Group Tag: none | EasyVPN: 0 ||
Username: mkaftan | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.232 | Public IP: 188.213.138.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:01:30 UTC Fri Jun 26 2020 | Duration: 0h:00m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 1695367 | Bytes Rx: 885630 | IP Addr: 10.145.232.232 | Public IP: 188.213.138.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:01:30 UTC Fri Jun 26 2020 | Duration: 0h:00m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 1695367 | Bytes Rx: 885630 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 538 | Audit Session ID: 0a9107280021a0005ef5ab5a | Security Group Tag: none | EasyVPN: 0 |Session ID: 538 | Audit Session ID: 0a9107280021a0005ef5ab5a | Security Group Tag: none | EasyVPN: 0 ||
Username: shreeshp | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 22d 18h:50m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 3674826779 | Bytes Rx: 4971659482 | IP Addr: 10.145.233.185 | Public IP: 188.211.162.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:40 UTC Wed Jun 3 2020 | Duration: 22d 18h:50m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 3674826779 | Bytes Rx: 4971659482 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 |Session ID: 79614 | Audit Session ID: 0a910728136fe0005ed7a18c | Security Group Tag: none | EasyVPN: 0 ||
Username: dougktl | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.187 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:31 UTC Mon Jun 15 2020 | Duration: 11d 0h:37m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 2155953363 | Bytes Rx: 2712370653 | IP Addr: 10.145.232.187 | Public IP: 87.80.24.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:31 UTC Mon Jun 15 2020 | Duration: 11d 0h:37m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 2155953363 | Bytes Rx: 2712370653 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83531 | Audit Session ID: 0a9107281464b0005ee7222f | Security Group Tag: none | EasyVPN: 0 |Session ID: 83531 | Audit Session ID: 0a9107281464b0005ee7222f | Security Group Tag: none | EasyVPN: 0 ||
Username: ighaouar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.122 | Public IP: 82.124.213.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:47 UTC Mon Jun 15 2020 | Duration: 10d 21h:15m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 5270844309 | Bytes Rx: 2715739389 | IP Addr: 10.145.232.122 | Public IP: 82.124.213.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:47 UTC Mon Jun 15 2020 | Duration: 10d 21h:15m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 5270844309 | Bytes Rx: 2715739389 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83697 | Audit Session ID: 0a910728146f10005ee75197 | Security Group Tag: none | EasyVPN: 0 |Session ID: 83697 | Audit Session ID: 0a910728146f10005ee75197 | Security Group Tag: none | EasyVPN: 0 ||
Username: thakur.das | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.219 | Public IP: 42.111.11.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:21:32 UTC Tue Jun 16 2020 | Duration: 10d 2h:40m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 3711691291 | Bytes Rx: 3446065547 | IP Addr: 10.145.232.219 | Public IP: 42.111.11.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:21:32 UTC Tue Jun 16 2020 | Duration: 10d 2h:40m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 3711691291 | Bytes Rx: 3446065547 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 83946 | Audit Session ID: 0a910728147ea0005ee856dc | Security Group Tag: none | EasyVPN: 0 |Session ID: 83946 | Audit Session ID: 0a910728147ea0005ee856dc | Security Group Tag: none | EasyVPN: 0 ||
Username: mhakonse | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.149 | Public IP: 62.16.175.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:04:52 UTC Sun Jun 21 2020 | Duration: 4d 11h:57m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 582272528 | Bytes Rx: 121549380 | IP Addr: 10.145.233.149 | Public IP: 62.16.175.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:04:52 UTC Sun Jun 21 2020 | Duration: 4d 11h:57m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 582272528 | Bytes Rx: 121549380 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 85945 | Audit Session ID: 0a91072814fb90005eefbd64 | Security Group Tag: none | EasyVPN: 0 |Session ID: 85945 | Audit Session ID: 0a91072814fb90005eefbd64 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmoussa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.146 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:21:45 UTC Sun Jun 21 2020 | Duration: 4d 11h:40m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 1199379832 | Bytes Rx: 520069920 | IP Addr: 10.145.233.146 | Public IP: 37.156.75.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:21:45 UTC Sun Jun 21 2020 | Duration: 4d 11h:40m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 1199379832 | Bytes Rx: 520069920 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 85948 | Audit Session ID: 0a91072814fbc0005eefc159 | Security Group Tag: none | EasyVPN: 0 |Session ID: 85948 | Audit Session ID: 0a91072814fbc0005eefc159 | Security Group Tag: none | EasyVPN: 0 ||
Username: bkashyap | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.233 | Public IP: 109.154.3.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:49 UTC Mon Jun 22 2020 | Duration: 4d 0h:01m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 4588305502 | Bytes Rx: 2663105070 | IP Addr: 10.145.233.233 | Public IP: 109.154.3.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:49 UTC Mon Jun 22 2020 | Duration: 4d 0h:01m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 4588305502 | Bytes Rx: 2663105070 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 86186 | Audit Session ID: 0a910728150aa0005ef06531 | Security Group Tag: none | EasyVPN: 0 |Session ID: 86186 | Audit Session ID: 0a910728150aa0005ef06531 | Security Group Tag: none | EasyVPN: 0 ||
Username: roopsing | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr:  | Public IP: 42.111.2.123 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 03:24:30 UTC Tue Jun 23 2020 | Duration: 3d 4h:37m:46s | Inactivity:  1d 2h:12m:04s | Bytes Tx: 833511688 | Bytes Rx: 368317381 | IP Addr:  | Public IP: 42.111.2.123 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 03:24:30 UTC Tue Jun 23 2020 | Duration: 3d 4h:37m:46s | Inactivity:  1d 2h:12m:04s | Bytes Tx: 833511688 | Bytes Rx: 368317381 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 86528 | Audit Session ID: 0a910728152000005ef175ee | Security Group Tag: none | EasyVPN: 0 |Session ID: 86528 | Audit Session ID: 0a910728152000005ef175ee | Security Group Tag: none | EasyVPN: 0 ||
Username: mheeley | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.235 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:28 UTC Tue Jun 23 2020 | Duration: 2d 22h:08m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 2161883043 | Bytes Rx: 440683557 | IP Addr: 10.145.233.235 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:53:28 UTC Tue Jun 23 2020 | Duration: 2d 22h:08m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 2161883043 | Bytes Rx: 440683557 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 86760 | Audit Session ID: 0a910728152e80005ef1d118 | Security Group Tag: none | EasyVPN: 0 |Session ID: 86760 | Audit Session ID: 0a910728152e80005ef1d118 | Security Group Tag: none | EasyVPN: 0 ||
Username: acrawfor | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.201 | Public IP: 86.247.69.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:08 UTC Tue Jun 23 2020 | Duration: 2d 21h:39m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 645558911 | Bytes Rx: 605833146 | IP Addr: 10.145.233.201 | Public IP: 86.247.69.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:08 UTC Tue Jun 23 2020 | Duration: 2d 21h:39m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 645558911 | Bytes Rx: 605833146 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 86770 | Audit Session ID: 0a910728152f20005ef1d80c | Security Group Tag: none | EasyVPN: 0 |Session ID: 86770 | Audit Session ID: 0a910728152f20005ef1d80c | Security Group Tag: none | EasyVPN: 0 ||
