sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 5h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2625615195 | Bytes Rx: 388314323 | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 5h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2625615195 | Bytes Rx: 388314323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: PMahabal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.51 | Public IP: 183.87.235.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:31 IST Tue Jun 9 2020 | Duration: 2h:56m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 106170645 | Bytes Rx: 27418510 | IP Addr: 10.150.237.51 | Public IP: 183.87.235.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:31 IST Tue Jun 9 2020 | Duration: 2h:56m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 106170645 | Bytes Rx: 27418510 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4708 | Audit Session ID: 0a96cf69012640005edf0a13 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4708 | Audit Session ID: 0a96cf69012640005edf0a13 | Security Group Tag: none | EasyVPN: 0 ||
Username: prbisen | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.52 | Public IP: 103.232.239.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:41 IST Tue Jun 9 2020 | Duration: 2h:56m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 668051777 | Bytes Rx: 64726659 | IP Addr: 10.150.237.52 | Public IP: 103.232.239.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:41 IST Tue Jun 9 2020 | Duration: 2h:56m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 668051777 | Bytes Rx: 64726659 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4710 | Audit Session ID: 0a96cf69012660005edf0a1d | Security Group Tag: none | EasyVPN: 0 |Session ID: 4710 | Audit Session ID: 0a96cf69012660005edf0a1d | Security Group Tag: none | EasyVPN: 0 ||
Username: surjadha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.53 | Public IP: 106.220.181.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:43 IST Tue Jun 9 2020 | Duration: 2h:56m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 153274038 | Bytes Rx: 60165379 | IP Addr: 10.150.237.53 | Public IP: 106.220.181.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:43 IST Tue Jun 9 2020 | Duration: 2h:56m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 153274038 | Bytes Rx: 60165379 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4711 | Audit Session ID: 0a96cf69012670005edf0a1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 4711 | Audit Session ID: 0a96cf69012670005edf0a1f | Security Group Tag: none | EasyVPN: 0 ||
Username: amolkada | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.54 | Public IP: 106.193.107.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:48 IST Tue Jun 9 2020 | Duration: 2h:56m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 144640003 | Bytes Rx: 68219123 | IP Addr: 10.150.237.54 | Public IP: 106.193.107.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:48 IST Tue Jun 9 2020 | Duration: 2h:56m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 144640003 | Bytes Rx: 68219123 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4712 | Audit Session ID: 0a96cf69012680005edf0a24 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4712 | Audit Session ID: 0a96cf69012680005edf0a24 | Security Group Tag: none | EasyVPN: 0 ||
Username: subhrabasu.sahoo | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.55 | Public IP: 103.137.50.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:51 IST Tue Jun 9 2020 | Duration: 2h:56m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 457304669 | Bytes Rx: 83986527 | IP Addr: 10.150.237.55 | Public IP: 103.137.50.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:51 IST Tue Jun 9 2020 | Duration: 2h:56m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 457304669 | Bytes Rx: 83986527 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4713 | Audit Session ID: 0a96cf69012690005edf0a27 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4713 | Audit Session ID: 0a96cf69012690005edf0a27 | Security Group Tag: none | EasyVPN: 0 ||
Username: vgadi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.56 | Public IP: 157.46.234.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:53 IST Tue Jun 9 2020 | Duration: 2h:56m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 136828881 | Bytes Rx: 43751294 | IP Addr: 10.150.237.56 | Public IP: 157.46.234.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:53 IST Tue Jun 9 2020 | Duration: 2h:56m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 136828881 | Bytes Rx: 43751294 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4714 | Audit Session ID: 0a96cf690126a0005edf0a29 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4714 | Audit Session ID: 0a96cf690126a0005edf0a29 | Security Group Tag: none | EasyVPN: 0 ||
Username: DevyaniS | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.60 | Public IP: 45.124.140.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:16 IST Tue Jun 9 2020 | Duration: 2h:55m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 3744697664 | Bytes Rx: 137297818 | IP Addr: 10.150.237.60 | Public IP: 45.124.140.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:16 IST Tue Jun 9 2020 | Duration: 2h:55m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 3744697664 | Bytes Rx: 137297818 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4717 | Audit Session ID: 0a96cf690126d0005edf0a7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 4717 | Audit Session ID: 0a96cf690126d0005edf0a7c | Security Group Tag: none | EasyVPN: 0 ||
Username: truchaud | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.61 | Public IP: 223.229.148.110 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:35:16 IST Tue Jun 9 2020 | Duration: 2h:55m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 426502598 | Bytes Rx: 56072800 | IP Addr: 10.150.237.61 | Public IP: 223.229.148.110 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:35:16 IST Tue Jun 9 2020 | Duration: 2h:55m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 426502598 | Bytes Rx: 56072800 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4718 | Audit Session ID: 0a96cf690126e0005edf0a7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 4718 | Audit Session ID: 0a96cf690126e0005edf0a7c | Security Group Tag: none | EasyVPN: 0 ||
Username: rsahu | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.63 | Public IP: 157.33.163.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:50 IST Tue Jun 9 2020 | Duration: 2h:54m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 187901500 | Bytes Rx: 83397525 | IP Addr: 10.150.237.63 | Public IP: 157.33.163.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:50 IST Tue Jun 9 2020 | Duration: 2h:54m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 187901500 | Bytes Rx: 83397525 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4719 | Audit Session ID: 0a96cf690126f0005edf0a9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 4719 | Audit Session ID: 0a96cf690126f0005edf0a9e | Security Group Tag: none | EasyVPN: 0 ||
Username: RoKapoor | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.62 | Public IP: 59.88.199.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:53 IST Tue Jun 9 2020 | Duration: 2h:54m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 499442615 | Bytes Rx: 20788365 | IP Addr: 10.150.237.62 | Public IP: 59.88.199.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:53 IST Tue Jun 9 2020 | Duration: 2h:54m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 499442615 | Bytes Rx: 20788365 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4720 | Audit Session ID: 0a96cf69012700005edf0aa1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4720 | Audit Session ID: 0a96cf69012700005edf0aa1 | Security Group Tag: none | EasyVPN: 0 ||
Username: shtiwari | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.65 | Public IP: 106.77.58.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:57 IST Tue Jun 9 2020 | Duration: 2h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 304225611 | Bytes Rx: 97162275 | IP Addr: 10.150.237.65 | Public IP: 106.77.58.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:57 IST Tue Jun 9 2020 | Duration: 2h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 304225611 | Bytes Rx: 97162275 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4721 | Audit Session ID: 0a96cf69012710005edf0aa5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4721 | Audit Session ID: 0a96cf69012710005edf0aa5 | Security Group Tag: none | EasyVPN: 0 ||
Username: rupverma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.64 | Public IP: 45.127.45.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:59 IST Tue Jun 9 2020 | Duration: 2h:54m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 903795308 | Bytes Rx: 116038925 | IP Addr: 10.150.237.64 | Public IP: 45.127.45.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:59 IST Tue Jun 9 2020 | Duration: 2h:54m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 903795308 | Bytes Rx: 116038925 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4722 | Audit Session ID: 0a96cf69012720005edf0aa7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4722 | Audit Session ID: 0a96cf69012720005edf0aa7 | Security Group Tag: none | EasyVPN: 0 ||
Username: anupbhag | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.70 | Public IP: 103.120.251.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:27 IST Tue Jun 9 2020 | Duration: 2h:53m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 146992444 | Bytes Rx: 131904329 | IP Addr: 10.150.237.70 | Public IP: 103.120.251.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:27 IST Tue Jun 9 2020 | Duration: 2h:53m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 146992444 | Bytes Rx: 131904329 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4727 | Audit Session ID: 0a96cf69012770005edf0ac3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4727 | Audit Session ID: 0a96cf69012770005edf0ac3 | Security Group Tag: none | EasyVPN: 0 ||
Username: snag | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.155 | Public IP: 47.15.129.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:28 IST Tue Jun 9 2020 | Duration: 2h:53m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 62430412 | Bytes Rx: 32002070 | IP Addr: 10.150.236.155 | Public IP: 47.15.129.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:28 IST Tue Jun 9 2020 | Duration: 2h:53m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 62430412 | Bytes Rx: 32002070 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4729 | Audit Session ID: 0a96cf69012790005edf0ac4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4729 | Audit Session ID: 0a96cf69012790005edf0ac4 | Security Group Tag: none | EasyVPN: 0 ||
Username: dhiraj.kumar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.203 | Public IP: 114.79.174.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:33 IST Tue Jun 9 2020 | Duration: 2h:53m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1073555119 | Bytes Rx: 156283000 | IP Addr: 10.150.236.203 | Public IP: 114.79.174.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:33 IST Tue Jun 9 2020 | Duration: 2h:53m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1073555119 | Bytes Rx: 156283000 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4730 | Audit Session ID: 0a96cf690127a0005edf0ac9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4730 | Audit Session ID: 0a96cf690127a0005edf0ac9 | Security Group Tag: none | EasyVPN: 0 ||
Username: srudraks | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.205 | Public IP: 106.66.241.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:42 IST Tue Jun 9 2020 | Duration: 2h:53m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 38977615 | Bytes Rx: 13080926 | IP Addr: 10.150.236.205 | Public IP: 106.66.241.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:42 IST Tue Jun 9 2020 | Duration: 2h:53m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 38977615 | Bytes Rx: 13080926 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4733 | Audit Session ID: 0a96cf690127d0005edf0ad2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4733 | Audit Session ID: 0a96cf690127d0005edf0ad2 | Security Group Tag: none | EasyVPN: 0 ||
Username: valkeshc | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.63 | Public IP: 103.81.38.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:44 IST Tue Jun 9 2020 | Duration: 2h:53m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 275461784 | Bytes Rx: 50350347 | IP Addr: 10.150.236.63 | Public IP: 103.81.38.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:44 IST Tue Jun 9 2020 | Duration: 2h:53m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 275461784 | Bytes Rx: 50350347 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4734 | Audit Session ID: 0a96cf690127e0005edf0ad4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4734 | Audit Session ID: 0a96cf690127e0005edf0ad4 | Security Group Tag: none | EasyVPN: 0 ||
Username: akhandar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.206 | Public IP: 106.210.215.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:55 IST Tue Jun 9 2020 | Duration: 2h:53m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 345307621 | Bytes Rx: 40536598 | IP Addr: 10.150.236.206 | Public IP: 106.210.215.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:55 IST Tue Jun 9 2020 | Duration: 2h:53m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 345307621 | Bytes Rx: 40536598 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4735 | Audit Session ID: 0a96cf690127f0005edf0adf | Security Group Tag: none | EasyVPN: 0 |Session ID: 4735 | Audit Session ID: 0a96cf690127f0005edf0adf | Security Group Tag: none | EasyVPN: 0 ||
Username: vmitta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.208 | Public IP: 49.37.196.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:08 IST Tue Jun 9 2020 | Duration: 2h:53m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 73998999 | Bytes Rx: 86674514 | IP Addr: 10.150.236.208 | Public IP: 49.37.196.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:08 IST Tue Jun 9 2020 | Duration: 2h:53m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 73998999 | Bytes Rx: 86674514 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4736 | Audit Session ID: 0a96cf69012800005edf0aec | Security Group Tag: none | EasyVPN: 0 |Session ID: 4736 | Audit Session ID: 0a96cf69012800005edf0aec | Security Group Tag: none | EasyVPN: 0 ||
Username: Abdogra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.38 | Public IP: 106.202.17.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:11 IST Tue Jun 9 2020 | Duration: 2h:53m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 504935238 | Bytes Rx: 59788265 | IP Addr: 10.150.236.38 | Public IP: 106.202.17.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:11 IST Tue Jun 9 2020 | Duration: 2h:53m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 504935238 | Bytes Rx: 59788265 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4737 | Audit Session ID: 0a96cf69012810005edf0aef | Security Group Tag: none | EasyVPN: 0 |Session ID: 4737 | Audit Session ID: 0a96cf69012810005edf0aef | Security Group Tag: none | EasyVPN: 0 ||
