sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: vvelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.224 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:42 IST Thu Jun 25 2020 | Duration: 11h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 630940389 | Bytes Rx: 342783550 | IP Addr: 10.149.232.224 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:42 IST Thu Jun 25 2020 | Duration: 11h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 630940389 | Bytes Rx: 342783550 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172171 | Audit Session ID: 0a95072a2a08b0005ef3f212 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172171 | Audit Session ID: 0a95072a2a08b0005ef3f212 | Security Group Tag: none | EasyVPN: 0 ||
Username: SMaranna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.109 | Public IP: 157.50.11.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:44 IST Thu Jun 25 2020 | Duration: 6h:28m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 123455721 | Bytes Rx: 182263553 | IP Addr: 10.149.233.109 | Public IP: 157.50.11.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:44 IST Thu Jun 25 2020 | Duration: 6h:28m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 123455721 | Bytes Rx: 182263553 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172852 | Audit Session ID: 0a95072a2a3340005ef43dc8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172852 | Audit Session ID: 0a95072a2a3340005ef43dc8 | Security Group Tag: none | EasyVPN: 0 ||
Username: Mgovinda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.218 | Public IP: 157.50.175.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:33:15 IST Thu Jun 25 2020 | Duration: 6h:27m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 181762372 | Bytes Rx: 58559125 | IP Addr: 10.149.232.218 | Public IP: 157.50.175.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:33:15 IST Thu Jun 25 2020 | Duration: 6h:27m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 181762372 | Bytes Rx: 58559125 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172856 | Audit Session ID: 0a95072a2a3380005ef43e23 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172856 | Audit Session ID: 0a95072a2a3380005ef43e23 | Security Group Tag: none | EasyVPN: 0 ||
Username: gudeanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.70 | Public IP: 27.59.174.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:33:54 IST Thu Jun 25 2020 | Duration: 6h:26m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 283440360 | Bytes Rx: 87033515 | IP Addr: 10.149.233.70 | Public IP: 27.59.174.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:33:54 IST Thu Jun 25 2020 | Duration: 6h:26m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 283440360 | Bytes Rx: 87033515 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172859 | Audit Session ID: 0a95072a2a33b0005ef43e4a | Security Group Tag: none | EasyVPN: 0 |Session ID: 172859 | Audit Session ID: 0a95072a2a33b0005ef43e4a | Security Group Tag: none | EasyVPN: 0 ||
Username: selvapal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.113 | Public IP: 59.88.251.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:29 IST Thu Jun 25 2020 | Duration: 6h:25m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 544599609 | Bytes Rx: 60604376 | IP Addr: 10.149.233.113 | Public IP: 59.88.251.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:29 IST Thu Jun 25 2020 | Duration: 6h:25m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 544599609 | Bytes Rx: 60604376 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172863 | Audit Session ID: 0a95072a2a33f0005ef43e6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 172863 | Audit Session ID: 0a95072a2a33f0005ef43e6d | Security Group Tag: none | EasyVPN: 0 ||
Username: BManimar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.194 | Public IP: 157.50.210.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:54 IST Thu Jun 25 2020 | Duration: 6h:25m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1522121425 | Bytes Rx: 134854552 | IP Addr: 10.149.233.194 | Public IP: 157.50.210.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:54 IST Thu Jun 25 2020 | Duration: 6h:25m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 1522121425 | Bytes Rx: 134854552 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172866 | Audit Session ID: 0a95072a2a3420005ef43e86 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172866 | Audit Session ID: 0a95072a2a3420005ef43e86 | Security Group Tag: none | EasyVPN: 0 ||
Username: anupabra | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.118 | Public IP: 157.50.73.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:56 IST Thu Jun 25 2020 | Duration: 6h:24m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 271030549 | Bytes Rx: 157420194 | IP Addr: 10.149.233.118 | Public IP: 157.50.73.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:56 IST Thu Jun 25 2020 | Duration: 6h:24m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 271030549 | Bytes Rx: 157420194 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172875 | Audit Session ID: 0a95072a2a34b0005ef43ec4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172875 | Audit Session ID: 0a95072a2a34b0005ef43ec4 | Security Group Tag: none | EasyVPN: 0 ||
Username: suresh.nasina | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.120 | Public IP: 124.123.184.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:28 IST Thu Jun 25 2020 | Duration: 6h:23m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 665978113 | Bytes Rx: 155773549 | IP Addr: 10.149.233.120 | Public IP: 124.123.184.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:28 IST Thu Jun 25 2020 | Duration: 6h:23m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 665978113 | Bytes Rx: 155773549 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172878 | Audit Session ID: 0a95072a2a34e0005ef43ee4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172878 | Audit Session ID: 0a95072a2a34e0005ef43ee4 | Security Group Tag: none | EasyVPN: 0 ||
Username: rsawarde | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.160 | Public IP: 115.96.55.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:37:24 IST Thu Jun 25 2020 | Duration: 6h:22m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 206183536 | Bytes Rx: 97727787 | IP Addr: 10.149.232.160 | Public IP: 115.96.55.45 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:37:24 IST Thu Jun 25 2020 | Duration: 6h:22m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 206183536 | Bytes Rx: 97727787 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172883 | Audit Session ID: 0a95072a2a3530005ef43f1c | Security Group Tag: none | EasyVPN: 0 |Session ID: 172883 | Audit Session ID: 0a95072a2a3530005ef43f1c | Security Group Tag: none | EasyVPN: 0 ||
Username: vinai.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.192 | Public IP: 223.226.78.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:37:24 IST Thu Jun 25 2020 | Duration: 6h:22m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 632697420 | Bytes Rx: 329211982 | IP Addr: 10.149.232.192 | Public IP: 223.226.78.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:37:24 IST Thu Jun 25 2020 | Duration: 6h:22m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 632697420 | Bytes Rx: 329211982 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172884 | Audit Session ID: 0a95072a2a3540005ef43f1c | Security Group Tag: none | EasyVPN: 0 |Session ID: 172884 | Audit Session ID: 0a95072a2a3540005ef43f1c | Security Group Tag: none | EasyVPN: 0 ||
Username: yohendhar.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.125 | Public IP: 49.206.125.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:38:06 IST Thu Jun 25 2020 | Duration: 6h:22m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 235759386 | Bytes Rx: 86709076 | IP Addr: 10.149.233.125 | Public IP: 49.206.125.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:38:06 IST Thu Jun 25 2020 | Duration: 6h:22m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 235759386 | Bytes Rx: 86709076 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172886 | Audit Session ID: 0a95072a2a3560005ef43f46 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172886 | Audit Session ID: 0a95072a2a3560005ef43f46 | Security Group Tag: none | EasyVPN: 0 ||
Username: vennaras | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.91 | Public IP: 49.207.130.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:25 IST Thu Jun 25 2020 | Duration: 6h:18m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 498613805 | Bytes Rx: 460240483 | IP Addr: 10.149.233.91 | Public IP: 49.207.130.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:25 IST Thu Jun 25 2020 | Duration: 6h:18m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 498613805 | Bytes Rx: 460240483 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172889 | Audit Session ID: 0a95072a2a3590005ef4400d | Security Group Tag: none | EasyVPN: 0 |Session ID: 172889 | Audit Session ID: 0a95072a2a3590005ef4400d | Security Group Tag: none | EasyVPN: 0 ||
Username: svaithiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC8 | IP Addr: 10.149.248.104 | Public IP: 157.50.132.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:26 IST Thu Jun 25 2020 | Duration: 6h:18m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 376217784 | Bytes Rx: 292353520 | IP Addr: 10.149.248.104 | Public IP: 157.50.132.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:26 IST Thu Jun 25 2020 | Duration: 6h:18m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 376217784 | Bytes Rx: 292353520 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172890 | Audit Session ID: 0a95072a2a35a0005ef4400e | Security Group Tag: none | EasyVPN: 0 |Session ID: 172890 | Audit Session ID: 0a95072a2a35a0005ef4400e | Security Group Tag: none | EasyVPN: 0 ||
Username: shvenkat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.127 | Public IP: 49.207.197.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:43:47 IST Thu Jun 25 2020 | Duration: 6h:16m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 832105033 | Bytes Rx: 92598129 | IP Addr: 10.149.233.127 | Public IP: 49.207.197.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:43:47 IST Thu Jun 25 2020 | Duration: 6h:16m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 832105033 | Bytes Rx: 92598129 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172895 | Audit Session ID: 0a95072a2a35f0005ef4409b | Security Group Tag: none | EasyVPN: 0 |Session ID: 172895 | Audit Session ID: 0a95072a2a35f0005ef4409b | Security Group Tag: none | EasyVPN: 0 ||
Username: soumygho | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.177 | Public IP: 27.7.135.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:06 IST Thu Jun 25 2020 | Duration: 6h:16m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 65475280 | Bytes Rx: 35034197 | IP Addr: 10.149.232.177 | Public IP: 27.7.135.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:06 IST Thu Jun 25 2020 | Duration: 6h:16m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 65475280 | Bytes Rx: 35034197 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172898 | Audit Session ID: 0a95072a2a3620005ef440ae | Security Group Tag: none | EasyVPN: 0 |Session ID: 172898 | Audit Session ID: 0a95072a2a3620005ef440ae | Security Group Tag: none | EasyVPN: 0 ||
Username: DKMani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.130 | Public IP: 157.46.15.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:17 IST Thu Jun 25 2020 | Duration: 6h:16m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 128569070 | Bytes Rx: 117987671 | IP Addr: 10.149.233.130 | Public IP: 157.46.15.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:17 IST Thu Jun 25 2020 | Duration: 6h:16m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 128569070 | Bytes Rx: 117987671 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172899 | Audit Session ID: 0a95072a2a3630005ef440b9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172899 | Audit Session ID: 0a95072a2a3630005ef440b9 | Security Group Tag: none | EasyVPN: 0 ||
Username: AmSin | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.132 | Public IP: 27.56.233.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:57 IST Thu Jun 25 2020 | Duration: 6h:15m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 493446836 | Bytes Rx: 46790408 | IP Addr: 10.149.233.132 | Public IP: 27.56.233.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:44:57 IST Thu Jun 25 2020 | Duration: 6h:15m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 493446836 | Bytes Rx: 46790408 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172901 | Audit Session ID: 0a95072a2a3650005ef440e1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172901 | Audit Session ID: 0a95072a2a3650005ef440e1 | Security Group Tag: none | EasyVPN: 0 ||
Username: ldakshin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.133 | Public IP: 157.50.4.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:45:07 IST Thu Jun 25 2020 | Duration: 6h:15m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 867887077 | Bytes Rx: 205950072 | IP Addr: 10.149.233.133 | Public IP: 157.50.4.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:45:07 IST Thu Jun 25 2020 | Duration: 6h:15m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 867887077 | Bytes Rx: 205950072 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172902 | Audit Session ID: 0a95072a2a3660005ef440eb | Security Group Tag: none | EasyVPN: 0 |Session ID: 172902 | Audit Session ID: 0a95072a2a3660005ef440eb | Security Group Tag: none | EasyVPN: 0 ||
Username: anb.rao | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.180 | Public IP: 183.83.225.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:46:21 IST Thu Jun 25 2020 | Duration: 6h:14m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 583459615 | Bytes Rx: 71481827 | IP Addr: 10.149.233.180 | Public IP: 183.83.225.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:46:21 IST Thu Jun 25 2020 | Duration: 6h:14m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 583459615 | Bytes Rx: 71481827 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172904 | Audit Session ID: 0a95072a2a3680005ef44135 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172904 | Audit Session ID: 0a95072a2a3680005ef44135 | Security Group Tag: none | EasyVPN: 0 ||
Username: skatoch | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.137 | Public IP: 103.124.142.234 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:47:22 IST Thu Jun 25 2020 | Duration: 6h:13m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 481057958 | Bytes Rx: 670849937 | IP Addr: 10.149.233.137 | Public IP: 103.124.142.234 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:47:22 IST Thu Jun 25 2020 | Duration: 6h:13m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 481057958 | Bytes Rx: 670849937 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172910 | Audit Session ID: 0a95072a2a36e0005ef44172 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172910 | Audit Session ID: 0a95072a2a36e0005ef44172 | Security Group Tag: none | EasyVPN: 0 ||
Username: ParthGun | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.144 | Public IP: 106.211.201.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:49:24 IST Thu Jun 25 2020 | Duration: 6h:10m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 212988100 | Bytes Rx: 112437463 | IP Addr: 10.149.233.144 | Public IP: 106.211.201.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:49:24 IST Thu Jun 25 2020 | Duration: 6h:10m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 212988100 | Bytes Rx: 112437463 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172918 | Audit Session ID: 0a95072a2a3760005ef441ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 172918 | Audit Session ID: 0a95072a2a3760005ef441ec | Security Group Tag: none | EasyVPN: 0 ||
