sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 3h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2116793663 | Bytes Rx: 308082728 | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 3h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2116793663 | Bytes Rx: 308082728 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: panjadha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: ETAC4 | IP Addr: 10.150.245.251 | Public IP: 103.101.68.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:33 IST Tue Jun 9 2020 | Duration: 1h:00m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 288843543 | Bytes Rx: 123440029 | IP Addr: 10.150.245.251 | Public IP: 103.101.68.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:33 IST Tue Jun 9 2020 | Duration: 1h:00m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 288843543 | Bytes Rx: 123440029 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4535 | Audit Session ID: 0a96cf69011b70005edf021d | Security Group Tag: none | EasyVPN: 0 |Session ID: 4535 | Audit Session ID: 0a96cf69011b70005edf021d | Security Group Tag: none | EasyVPN: 0 ||
Username: MFulpaga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.47 | Public IP: 49.35.93.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:54 IST Tue Jun 9 2020 | Duration: 1h:00m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 494845018 | Bytes Rx: 33987176 | IP Addr: 10.150.236.47 | Public IP: 49.35.93.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:54 IST Tue Jun 9 2020 | Duration: 1h:00m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 494845018 | Bytes Rx: 33987176 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4536 | Audit Session ID: 0a96cf69011b80005edf0232 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4536 | Audit Session ID: 0a96cf69011b80005edf0232 | Security Group Tag: none | EasyVPN: 0 ||
Username: ArunSY | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.27 | Public IP: 49.32.26.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:59 IST Tue Jun 9 2020 | Duration: 1h:00m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 91271953 | Bytes Rx: 11696844 | IP Addr: 10.150.236.27 | Public IP: 49.32.26.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:59:59 IST Tue Jun 9 2020 | Duration: 1h:00m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 91271953 | Bytes Rx: 11696844 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4537 | Audit Session ID: 0a96cf69011b90005edf0237 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4537 | Audit Session ID: 0a96cf69011b90005edf0237 | Security Group Tag: none | EasyVPN: 0 ||
Username: vphalke | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.48 | Public IP: 157.33.163.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:17 IST Tue Jun 9 2020 | Duration: 1h:00m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 29033659 | Bytes Rx: 10810804 | IP Addr: 10.150.236.48 | Public IP: 157.33.163.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:17 IST Tue Jun 9 2020 | Duration: 1h:00m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 29033659 | Bytes Rx: 10810804 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4538 | Audit Session ID: 0a96cf69011ba0005edf0249 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4538 | Audit Session ID: 0a96cf69011ba0005edf0249 | Security Group Tag: none | EasyVPN: 0 ||
Username: dnyaneshwar.aher | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.50 | Public IP: 106.193.161.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:23 IST Tue Jun 9 2020 | Duration: 1h:00m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 183993221 | Bytes Rx: 17915292 | IP Addr: 10.150.236.50 | Public IP: 106.193.161.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:23 IST Tue Jun 9 2020 | Duration: 1h:00m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 183993221 | Bytes Rx: 17915292 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4539 | Audit Session ID: 0a96cf69011bb0005edf024f | Security Group Tag: none | EasyVPN: 0 |Session ID: 4539 | Audit Session ID: 0a96cf69011bb0005edf024f | Security Group Tag: none | EasyVPN: 0 ||
Username: s.salunke | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.49 | Public IP: 103.86.180.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:23 IST Tue Jun 9 2020 | Duration: 1h:00m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 46454460 | Bytes Rx: 22384710 | IP Addr: 10.150.236.49 | Public IP: 103.86.180.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:23 IST Tue Jun 9 2020 | Duration: 1h:00m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 46454460 | Bytes Rx: 22384710 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4540 | Audit Session ID: 0a96cf69011bc0005edf024f | Security Group Tag: none | EasyVPN: 0 |Session ID: 4540 | Audit Session ID: 0a96cf69011bc0005edf024f | Security Group Tag: none | EasyVPN: 0 ||
Username: mjuhily | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.51 | Public IP: 49.35.207.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:41 IST Tue Jun 9 2020 | Duration: 0h:59m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 437583245 | Bytes Rx: 15560583 | IP Addr: 10.150.236.51 | Public IP: 49.35.207.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:41 IST Tue Jun 9 2020 | Duration: 0h:59m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 437583245 | Bytes Rx: 15560583 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4542 | Audit Session ID: 0a96cf69011be0005edf0261 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4542 | Audit Session ID: 0a96cf69011be0005edf0261 | Security Group Tag: none | EasyVPN: 0 ||
Username: singhama | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.52 | Public IP: 183.87.39.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:42 IST Tue Jun 9 2020 | Duration: 0h:59m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 161247496 | Bytes Rx: 12072863 | IP Addr: 10.150.236.52 | Public IP: 183.87.39.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:42 IST Tue Jun 9 2020 | Duration: 0h:59m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 161247496 | Bytes Rx: 12072863 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4543 | Audit Session ID: 0a96cf69011bf0005edf0262 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4543 | Audit Session ID: 0a96cf69011bf0005edf0262 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShrKatka | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.54 | Public IP: 43.241.27.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:53 IST Tue Jun 9 2020 | Duration: 0h:59m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 18450743 | Bytes Rx: 13586641 | IP Addr: 10.150.236.54 | Public IP: 43.241.27.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:53 IST Tue Jun 9 2020 | Duration: 0h:59m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 18450743 | Bytes Rx: 13586641 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4544 | Audit Session ID: 0a96cf69011c00005edf026d | Security Group Tag: none | EasyVPN: 0 |Session ID: 4544 | Audit Session ID: 0a96cf69011c00005edf026d | Security Group Tag: none | EasyVPN: 0 ||
Username: sbhongad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.53 | Public IP: 42.106.200.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:55 IST Tue Jun 9 2020 | Duration: 0h:59m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 21731698 | Bytes Rx: 10664070 | IP Addr: 10.150.236.53 | Public IP: 42.106.200.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:55 IST Tue Jun 9 2020 | Duration: 0h:59m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 21731698 | Bytes Rx: 10664070 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4545 | Audit Session ID: 0a96cf69011c10005edf026f | Security Group Tag: none | EasyVPN: 0 |Session ID: 4545 | Audit Session ID: 0a96cf69011c10005edf026f | Security Group Tag: none | EasyVPN: 0 ||
Username: VysAmara | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.24 | Public IP: 157.51.253.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:24 IST Tue Jun 9 2020 | Duration: 0h:58m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 66510988 | Bytes Rx: 4668105 | IP Addr: 10.150.237.24 | Public IP: 157.51.253.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:24 IST Tue Jun 9 2020 | Duration: 0h:58m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 66510988 | Bytes Rx: 4668105 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4546 | Audit Session ID: 0a96cf69011c20005edf028c | Security Group Tag: none | EasyVPN: 0 |Session ID: 4546 | Audit Session ID: 0a96cf69011c20005edf028c | Security Group Tag: none | EasyVPN: 0 ||
Username: rchikna | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.9 | Public IP: 103.46.201.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:42 IST Tue Jun 9 2020 | Duration: 0h:58m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 148332347 | Bytes Rx: 18973760 | IP Addr: 10.150.237.9 | Public IP: 103.46.201.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:42 IST Tue Jun 9 2020 | Duration: 0h:58m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 148332347 | Bytes Rx: 18973760 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4548 | Audit Session ID: 0a96cf69011c40005edf029e | Security Group Tag: none | EasyVPN: 0 |Session ID: 4548 | Audit Session ID: 0a96cf69011c40005edf029e | Security Group Tag: none | EasyVPN: 0 ||
Username: agopalak | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: ETAC5 | IP Addr: 10.150.245.250 | Public IP: 1.23.210.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:48 IST Tue Jun 9 2020 | Duration: 0h:58m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 397925382 | Bytes Rx: 40810955 | IP Addr: 10.150.245.250 | Public IP: 1.23.210.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:48 IST Tue Jun 9 2020 | Duration: 0h:58m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 397925382 | Bytes Rx: 40810955 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4550 | Audit Session ID: 0a96cf69011c60005edf02a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4550 | Audit Session ID: 0a96cf69011c60005edf02a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: UBhandar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.12 | Public IP: 1.23.231.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:50 IST Tue Jun 9 2020 | Duration: 0h:58m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 207966326 | Bytes Rx: 40488494 | IP Addr: 10.150.237.12 | Public IP: 1.23.231.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:50 IST Tue Jun 9 2020 | Duration: 0h:58m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 207966326 | Bytes Rx: 40488494 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4551 | Audit Session ID: 0a96cf69011c70005edf02a6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4551 | Audit Session ID: 0a96cf69011c70005edf02a6 | Security Group Tag: none | EasyVPN: 0 ||
Username: AGavade | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.11 | Public IP: 103.53.62.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:52 IST Tue Jun 9 2020 | Duration: 0h:58m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 32252054 | Bytes Rx: 12163556 | IP Addr: 10.150.237.11 | Public IP: 103.53.62.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:52 IST Tue Jun 9 2020 | Duration: 0h:58m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 32252054 | Bytes Rx: 12163556 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4552 | Audit Session ID: 0a96cf69011c80005edf02a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4552 | Audit Session ID: 0a96cf69011c80005edf02a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: KMahadik | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.17 | Public IP: 157.33.169.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:53 IST Tue Jun 9 2020 | Duration: 0h:58m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 110295216 | Bytes Rx: 11479762 | IP Addr: 10.150.237.17 | Public IP: 157.33.169.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:53 IST Tue Jun 9 2020 | Duration: 0h:58m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 110295216 | Bytes Rx: 11479762 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4553 | Audit Session ID: 0a96cf69011c90005edf02a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4553 | Audit Session ID: 0a96cf69011c90005edf02a9 | Security Group Tag: none | EasyVPN: 0 ||
Username: pthangal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.30 | Public IP: 117.98.146.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:18 IST Tue Jun 9 2020 | Duration: 0h:55m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 149240090 | Bytes Rx: 58937024 | IP Addr: 10.150.236.30 | Public IP: 117.98.146.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:18 IST Tue Jun 9 2020 | Duration: 0h:55m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 149240090 | Bytes Rx: 58937024 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4555 | Audit Session ID: 0a96cf69011cb0005edf0376 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4555 | Audit Session ID: 0a96cf69011cb0005edf0376 | Security Group Tag: none | EasyVPN: 0 ||
Username: ndattara | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.67 | Public IP: 106.220.175.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:24 IST Tue Jun 9 2020 | Duration: 0h:54m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 118977960 | Bytes Rx: 27188424 | IP Addr: 10.150.236.67 | Public IP: 106.220.175.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:24 IST Tue Jun 9 2020 | Duration: 0h:54m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 118977960 | Bytes Rx: 27188424 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4556 | Audit Session ID: 0a96cf69011cc0005edf037c | Security Group Tag: none | EasyVPN: 0 |Session ID: 4556 | Audit Session ID: 0a96cf69011cc0005edf037c | Security Group Tag: none | EasyVPN: 0 ||
Username: kushal.kulkarni | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.55 | Public IP: 157.47.19.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:29 IST Tue Jun 9 2020 | Duration: 0h:54m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 447952721 | Bytes Rx: 25378122 | IP Addr: 10.150.236.55 | Public IP: 157.47.19.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:05:29 IST Tue Jun 9 2020 | Duration: 0h:54m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 447952721 | Bytes Rx: 25378122 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4557 | Audit Session ID: 0a96cf69011cd0005edf0381 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4557 | Audit Session ID: 0a96cf69011cd0005edf0381 | Security Group Tag: none | EasyVPN: 0 ||
Username: SamDesh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.71 | Public IP: 157.33.169.110 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:05:35 IST Tue Jun 9 2020 | Duration: 0h:54m:48s | Inactivity:  0h:01m:51s | Bytes Tx: 422221701 | Bytes Rx: 21999147 | IP Addr: 10.150.236.71 | Public IP: 157.33.169.110 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:05:35 IST Tue Jun 9 2020 | Duration: 0h:54m:48s | Inactivity:  0h:01m:51s | Bytes Tx: 422221701 | Bytes Rx: 21999147 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4558 | Audit Session ID: 0a96cf69011ce0005edf0387 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4558 | Audit Session ID: 0a96cf69011ce0005edf0387 | Security Group Tag: none | EasyVPN: 0 ||
