sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.12 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:25 IST Mon Jun 8 2020 | Duration: 1d 0h:36m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 776095322 | Bytes Rx: 167129486 | IP Addr: 10.149.232.12 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:25 IST Mon Jun 8 2020 | Duration: 1d 0h:36m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 776095322 | Bytes Rx: 167129486 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138688 | Audit Session ID: 0a95072a21dc00005eddb635 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138688 | Audit Session ID: 0a95072a21dc00005eddb635 | Security Group Tag: none | EasyVPN: 0 ||
Username: unnikms | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.204 | Public IP: 43.229.88.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:58 IST Tue Jun 9 2020 | Duration: 1h:04m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 124384338 | Bytes Rx: 57215473 | IP Addr: 10.149.233.204 | Public IP: 43.229.88.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:58 IST Tue Jun 9 2020 | Duration: 1h:04m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 124384338 | Bytes Rx: 57215473 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141210 | Audit Session ID: 0a95072a2279a0005edf0146 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141210 | Audit Session ID: 0a95072a2279a0005edf0146 | Security Group Tag: none | EasyVPN: 0 ||
Username: ehussain | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.3 | Public IP: 106.203.7.109 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:02:22 IST Tue Jun 9 2020 | Duration: 0h:58m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 47673284 | Bytes Rx: 19260434 | IP Addr: 10.149.233.3 | Public IP: 106.203.7.109 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:02:22 IST Tue Jun 9 2020 | Duration: 0h:58m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 47673284 | Bytes Rx: 19260434 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141214 | Audit Session ID: 0a95072a2279e0005edf02c6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141214 | Audit Session ID: 0a95072a2279e0005edf02c6 | Security Group Tag: none | EasyVPN: 0 ||
Username: akashjh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.11 | Public IP: 137.97.224.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:47 IST Tue Jun 9 2020 | Duration: 0h:57m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 53625155 | Bytes Rx: 16306903 | IP Addr: 10.149.233.11 | Public IP: 137.97.224.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:47 IST Tue Jun 9 2020 | Duration: 0h:57m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 53625155 | Bytes Rx: 16306903 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141215 | Audit Session ID: 0a95072a2279f0005edf02df | Security Group Tag: none | EasyVPN: 0 |Session ID: 141215 | Audit Session ID: 0a95072a2279f0005edf02df | Security Group Tag: none | EasyVPN: 0 ||
Username: kasriniv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.17 | Public IP: 117.208.173.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:51 IST Tue Jun 9 2020 | Duration: 0h:57m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 450424036 | Bytes Rx: 24754467 | IP Addr: 10.149.233.17 | Public IP: 117.208.173.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:51 IST Tue Jun 9 2020 | Duration: 0h:57m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 450424036 | Bytes Rx: 24754467 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141217 | Audit Session ID: 0a95072a227a10005edf02e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141217 | Audit Session ID: 0a95072a227a10005edf02e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: uvenkate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.18 | Public IP: 122.171.106.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:53 IST Tue Jun 9 2020 | Duration: 0h:57m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 254921563 | Bytes Rx: 34373352 | IP Addr: 10.149.233.18 | Public IP: 122.171.106.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:53 IST Tue Jun 9 2020 | Duration: 0h:57m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 254921563 | Bytes Rx: 34373352 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141218 | Audit Session ID: 0a95072a227a20005edf02e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141218 | Audit Session ID: 0a95072a227a20005edf02e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: nvvrao | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.9 | Public IP: 183.82.182.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:04 IST Tue Jun 9 2020 | Duration: 0h:54m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 293349954 | Bytes Rx: 94327899 | IP Addr: 10.149.233.9 | Public IP: 183.82.182.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:04 IST Tue Jun 9 2020 | Duration: 0h:54m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 293349954 | Bytes Rx: 94327899 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141219 | Audit Session ID: 0a95072a227a30005edf03a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141219 | Audit Session ID: 0a95072a227a30005edf03a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: pandnata | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.19 | Public IP: 42.111.146.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:29 IST Tue Jun 9 2020 | Duration: 0h:53m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 19026199 | Bytes Rx: 10717704 | IP Addr: 10.149.233.19 | Public IP: 42.111.146.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:29 IST Tue Jun 9 2020 | Duration: 0h:53m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 19026199 | Bytes Rx: 10717704 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141220 | Audit Session ID: 0a95072a227a40005edf03bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 141220 | Audit Session ID: 0a95072a227a40005edf03bd | Security Group Tag: none | EasyVPN: 0 ||
Username: PasuGane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.20 | Public IP: 49.205.79.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:15 IST Tue Jun 9 2020 | Duration: 0h:53m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 539084103 | Bytes Rx: 48615724 | IP Addr: 10.149.233.20 | Public IP: 49.205.79.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:15 IST Tue Jun 9 2020 | Duration: 0h:53m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 539084103 | Bytes Rx: 48615724 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141221 | Audit Session ID: 0a95072a227a50005edf03eb | Security Group Tag: none | EasyVPN: 0 |Session ID: 141221 | Audit Session ID: 0a95072a227a50005edf03eb | Security Group Tag: none | EasyVPN: 0 ||
Username: ransharm | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.21 | Public IP: 106.193.147.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:37 IST Tue Jun 9 2020 | Duration: 0h:52m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 29892021 | Bytes Rx: 9082686 | IP Addr: 10.149.233.21 | Public IP: 106.193.147.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:37 IST Tue Jun 9 2020 | Duration: 0h:52m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 29892021 | Bytes Rx: 9082686 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141222 | Audit Session ID: 0a95072a227a60005edf0401 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141222 | Audit Session ID: 0a95072a227a60005edf0401 | Security Group Tag: none | EasyVPN: 0 ||
Username: vbandi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.23 | Public IP: 106.66.151.215 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:07:49 IST Tue Jun 9 2020 | Duration: 0h:52m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 38288951 | Bytes Rx: 14303877 | IP Addr: 10.149.233.23 | Public IP: 106.66.151.215 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:07:49 IST Tue Jun 9 2020 | Duration: 0h:52m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 38288951 | Bytes Rx: 14303877 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141223 | Audit Session ID: 0a95072a227a70005edf040d | Security Group Tag: none | EasyVPN: 0 |Session ID: 141223 | Audit Session ID: 0a95072a227a70005edf040d | Security Group Tag: none | EasyVPN: 0 ||
Username: pgopiset | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.22 | Public IP: 49.37.129.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:55 IST Tue Jun 9 2020 | Duration: 0h:52m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 44220914 | Bytes Rx: 13718787 | IP Addr: 10.149.233.22 | Public IP: 49.37.129.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:55 IST Tue Jun 9 2020 | Duration: 0h:52m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 44220914 | Bytes Rx: 13718787 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141224 | Audit Session ID: 0a95072a227a80005edf0413 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141224 | Audit Session ID: 0a95072a227a80005edf0413 | Security Group Tag: none | EasyVPN: 0 ||
Username: harsanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.29 | Public IP: 111.92.73.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:17 IST Tue Jun 9 2020 | Duration: 0h:52m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 90008999 | Bytes Rx: 12939669 | IP Addr: 10.149.233.29 | Public IP: 111.92.73.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:17 IST Tue Jun 9 2020 | Duration: 0h:52m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 90008999 | Bytes Rx: 12939669 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141227 | Audit Session ID: 0a95072a227ab0005edf0429 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141227 | Audit Session ID: 0a95072a227ab0005edf0429 | Security Group Tag: none | EasyVPN: 0 ||
Username: ppai | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.30 | Public IP: 49.37.192.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:39 IST Tue Jun 9 2020 | Duration: 0h:51m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 140055672 | Bytes Rx: 30946132 | IP Addr: 10.149.233.30 | Public IP: 49.37.192.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:39 IST Tue Jun 9 2020 | Duration: 0h:51m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 140055672 | Bytes Rx: 30946132 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141229 | Audit Session ID: 0a95072a227ad0005edf043f | Security Group Tag: none | EasyVPN: 0 |Session ID: 141229 | Audit Session ID: 0a95072a227ad0005edf043f | Security Group Tag: none | EasyVPN: 0 ||
Username: panaldas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.31 | Public IP: 183.83.244.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:43 IST Tue Jun 9 2020 | Duration: 0h:50m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 65549634 | Bytes Rx: 34776950 | IP Addr: 10.149.233.31 | Public IP: 183.83.244.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:43 IST Tue Jun 9 2020 | Duration: 0h:50m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 65549634 | Bytes Rx: 34776950 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141230 | Audit Session ID: 0a95072a227ae0005edf047f | Security Group Tag: none | EasyVPN: 0 |Session ID: 141230 | Audit Session ID: 0a95072a227ae0005edf047f | Security Group Tag: none | EasyVPN: 0 ||
Username: paarumug | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.33 | Public IP: 157.46.9.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:09 IST Tue Jun 9 2020 | Duration: 0h:49m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 185207879 | Bytes Rx: 26492465 | IP Addr: 10.149.233.33 | Public IP: 157.46.9.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:09 IST Tue Jun 9 2020 | Duration: 0h:49m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 185207879 | Bytes Rx: 26492465 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141232 | Audit Session ID: 0a95072a227b00005edf04d5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141232 | Audit Session ID: 0a95072a227b00005edf04d5 | Security Group Tag: none | EasyVPN: 0 ||
Username: suprabha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.37 | Public IP: 144.48.51.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:45 IST Tue Jun 9 2020 | Duration: 0h:48m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 18145230 | Bytes Rx: 3116706 | IP Addr: 10.149.233.37 | Public IP: 144.48.51.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:45 IST Tue Jun 9 2020 | Duration: 0h:48m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 18145230 | Bytes Rx: 3116706 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141235 | Audit Session ID: 0a95072a227b30005edf04f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141235 | Audit Session ID: 0a95072a227b30005edf04f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: RMalamel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.34 | Public IP: 111.92.75.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:45 IST Tue Jun 9 2020 | Duration: 0h:48m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 138147437 | Bytes Rx: 33814772 | IP Addr: 10.149.233.34 | Public IP: 111.92.75.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:45 IST Tue Jun 9 2020 | Duration: 0h:48m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 138147437 | Bytes Rx: 33814772 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141236 | Audit Session ID: 0a95072a227b40005edf04f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141236 | Audit Session ID: 0a95072a227b40005edf04f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: VDESARAJ | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.35 | Public IP: 183.83.69.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:45 IST Tue Jun 9 2020 | Duration: 0h:48m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 47431971 | Bytes Rx: 10853264 | IP Addr: 10.149.233.35 | Public IP: 183.83.69.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:45 IST Tue Jun 9 2020 | Duration: 0h:48m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 47431971 | Bytes Rx: 10853264 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141237 | Audit Session ID: 0a95072a227b50005edf04f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141237 | Audit Session ID: 0a95072a227b50005edf04f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: rosratho | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.38 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:20 IST Tue Jun 9 2020 | Duration: 0h:48m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 78629897 | Bytes Rx: 16745565 | IP Addr: 10.149.233.38 | Public IP: 49.205.78.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:20 IST Tue Jun 9 2020 | Duration: 0h:48m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 78629897 | Bytes Rx: 16745565 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141239 | Audit Session ID: 0a95072a227b70005edf051c | Security Group Tag: none | EasyVPN: 0 |Session ID: 141239 | Audit Session ID: 0a95072a227b70005edf051c | Security Group Tag: none | EasyVPN: 0 ||
Username: syedal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.12 | Public IP: 115.98.40.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:21 IST Tue Jun 9 2020 | Duration: 0h:48m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 26039045 | Bytes Rx: 18855492 | IP Addr: 10.149.233.12 | Public IP: 115.98.40.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:21 IST Tue Jun 9 2020 | Duration: 0h:48m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 26039045 | Bytes Rx: 18855492 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141240 | Audit Session ID: 0a95072a227b80005edf051d | Security Group Tag: none | EasyVPN: 0 |Session ID: 141240 | Audit Session ID: 0a95072a227b80005edf051d | Security Group Tag: none | EasyVPN: 0 ||
