sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.177 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:20:05 IST Sun Jul 19 2020 | Duration: 15h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3901720732 | Bytes Rx: 226175323 | IP Addr: 10.149.232.177 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:20:05 IST Sun Jul 19 2020 | Duration: 15h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3901720732 | Bytes Rx: 226175323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14888 | Audit Session ID: 0a95072a03a280005f144f8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 14888 | Audit Session ID: 0a95072a03a280005f144f8d | Security Group Tag: none | EasyVPN: 0 ||
Username: udayasri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.131 | Public IP: 27.5.203.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:45 IST Mon Jul 20 2020 | Duration: 3h:46m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 435104431 | Bytes Rx: 219049283 | IP Addr: 10.149.232.131 | Public IP: 27.5.203.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:45 IST Mon Jul 20 2020 | Duration: 3h:46m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 435104431 | Bytes Rx: 219049283 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15185 | Audit Session ID: 0a95072a03b510005f14f6d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15185 | Audit Session ID: 0a95072a03b510005f14f6d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: Hmavale | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.167 | Public IP: 106.209.171.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:28 IST Mon Jul 20 2020 | Duration: 3h:40m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 150335676 | Bytes Rx: 94623526 | IP Addr: 10.149.232.167 | Public IP: 106.209.171.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:28 IST Mon Jul 20 2020 | Duration: 3h:40m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 150335676 | Bytes Rx: 94623526 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15187 | Audit Session ID: 0a95072a03b530005f14f828 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15187 | Audit Session ID: 0a95072a03b530005f14f828 | Security Group Tag: none | EasyVPN: 0 ||
Username: asambath | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.168 | Public IP: 27.62.49.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:20:55 IST Mon Jul 20 2020 | Duration: 3h:39m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 391467627 | Bytes Rx: 77758868 | IP Addr: 10.149.232.168 | Public IP: 27.62.49.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:20:55 IST Mon Jul 20 2020 | Duration: 3h:39m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 391467627 | Bytes Rx: 77758868 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15188 | Audit Session ID: 0a95072a03b540005f14f87f | Security Group Tag: none | EasyVPN: 0 |Session ID: 15188 | Audit Session ID: 0a95072a03b540005f14f87f | Security Group Tag: none | EasyVPN: 0 ||
Username: asmuruga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.169 | Public IP: 157.50.32.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:04 IST Mon Jul 20 2020 | Duration: 3h:39m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 113574237 | Bytes Rx: 53612620 | IP Addr: 10.149.232.169 | Public IP: 157.50.32.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:04 IST Mon Jul 20 2020 | Duration: 3h:39m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 113574237 | Bytes Rx: 53612620 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15189 | Audit Session ID: 0a95072a03b550005f14f888 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15189 | Audit Session ID: 0a95072a03b550005f14f888 | Security Group Tag: none | EasyVPN: 0 ||
Username: BRaviNGB | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.223 | Public IP: 49.207.128.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:40 IST Mon Jul 20 2020 | Duration: 3h:34m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 765103101 | Bytes Rx: 154355227 | IP Addr: 10.149.232.223 | Public IP: 49.207.128.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:40 IST Mon Jul 20 2020 | Duration: 3h:34m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 765103101 | Bytes Rx: 154355227 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15190 | Audit Session ID: 0a95072a03b560005f14f99c | Security Group Tag: none | EasyVPN: 0 |Session ID: 15190 | Audit Session ID: 0a95072a03b560005f14f99c | Security Group Tag: none | EasyVPN: 0 ||
Username: prrajago | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.224 | Public IP: 157.50.68.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:17 IST Mon Jul 20 2020 | Duration: 3h:33m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 119251439 | Bytes Rx: 47595037 | IP Addr: 10.149.232.224 | Public IP: 157.50.68.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:26:17 IST Mon Jul 20 2020 | Duration: 3h:33m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 119251439 | Bytes Rx: 47595037 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15191 | Audit Session ID: 0a95072a03b570005f14f9c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15191 | Audit Session ID: 0a95072a03b570005f14f9c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: arjun.jinachandran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.226 | Public IP: 103.147.209.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:27:08 IST Mon Jul 20 2020 | Duration: 3h:33m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 131840166 | Bytes Rx: 106381489 | IP Addr: 10.149.232.226 | Public IP: 103.147.209.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:27:08 IST Mon Jul 20 2020 | Duration: 3h:33m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 131840166 | Bytes Rx: 106381489 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15192 | Audit Session ID: 0a95072a03b580005f14f9f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15192 | Audit Session ID: 0a95072a03b580005f14f9f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: jrajend | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.225 | Public IP: 223.228.150.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:27:13 IST Mon Jul 20 2020 | Duration: 3h:32m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 153475346 | Bytes Rx: 57527319 | IP Addr: 10.149.232.225 | Public IP: 223.228.150.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:27:13 IST Mon Jul 20 2020 | Duration: 3h:32m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 153475346 | Bytes Rx: 57527319 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15193 | Audit Session ID: 0a95072a03b590005f14f9f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15193 | Audit Session ID: 0a95072a03b590005f14f9f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjsank | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.227 | Public IP: 223.228.171.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:28:57 IST Mon Jul 20 2020 | Duration: 3h:31m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 457371417 | Bytes Rx: 132546313 | IP Addr: 10.149.232.227 | Public IP: 223.228.171.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:28:57 IST Mon Jul 20 2020 | Duration: 3h:31m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 457371417 | Bytes Rx: 132546313 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15195 | Audit Session ID: 0a95072a03b5b0005f14fa61 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15195 | Audit Session ID: 0a95072a03b5b0005f14fa61 | Security Group Tag: none | EasyVPN: 0 ||
Username: asoundar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.231 | Public IP: 106.198.116.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:30:29 IST Mon Jul 20 2020 | Duration: 3h:29m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 201978773 | Bytes Rx: 52171409 | IP Addr: 10.149.232.231 | Public IP: 106.198.116.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:30:29 IST Mon Jul 20 2020 | Duration: 3h:29m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 201978773 | Bytes Rx: 52171409 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15201 | Audit Session ID: 0a95072a03b610005f14fabd | Security Group Tag: none | EasyVPN: 0 |Session ID: 15201 | Audit Session ID: 0a95072a03b610005f14fabd | Security Group Tag: none | EasyVPN: 0 ||
Username: santbabu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.101 | Public IP: 157.50.142.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:54 IST Mon Jul 20 2020 | Duration: 3h:24m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 259937901 | Bytes Rx: 288934261 | IP Addr: 10.149.232.101 | Public IP: 157.50.142.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:54 IST Mon Jul 20 2020 | Duration: 3h:24m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 259937901 | Bytes Rx: 288934261 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15206 | Audit Session ID: 0a95072a03b660005f14fc02 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15206 | Audit Session ID: 0a95072a03b660005f14fc02 | Security Group Tag: none | EasyVPN: 0 ||
Username: VVaitla | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.105 | Public IP: 106.208.37.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:41:47 IST Mon Jul 20 2020 | Duration: 3h:18m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 362824354 | Bytes Rx: 47161740 | IP Addr: 10.149.232.105 | Public IP: 106.208.37.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:41:47 IST Mon Jul 20 2020 | Duration: 3h:18m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 362824354 | Bytes Rx: 47161740 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15210 | Audit Session ID: 0a95072a03b6a0005f14fd63 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15210 | Audit Session ID: 0a95072a03b6a0005f14fd63 | Security Group Tag: none | EasyVPN: 0 ||
Username: prangasa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.106 | Public IP: 157.46.21.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:13 IST Mon Jul 20 2020 | Duration: 3h:17m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 92802981 | Bytes Rx: 87639750 | IP Addr: 10.149.232.106 | Public IP: 157.46.21.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:13 IST Mon Jul 20 2020 | Duration: 3h:17m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 92802981 | Bytes Rx: 87639750 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15211 | Audit Session ID: 0a95072a03b6b0005f14fd7d | Security Group Tag: none | EasyVPN: 0 |Session ID: 15211 | Audit Session ID: 0a95072a03b6b0005f14fd7d | Security Group Tag: none | EasyVPN: 0 ||
Username: srpriya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.107 | Public IP: 157.33.142.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:09 IST Mon Jul 20 2020 | Duration: 3h:15m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 128313299 | Bytes Rx: 34110267 | IP Addr: 10.149.232.107 | Public IP: 157.33.142.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:09 IST Mon Jul 20 2020 | Duration: 3h:15m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 128313299 | Bytes Rx: 34110267 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15212 | Audit Session ID: 0a95072a03b6c0005f14fdf1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15212 | Audit Session ID: 0a95072a03b6c0005f14fdf1 | Security Group Tag: none | EasyVPN: 0 ||
Username: viveshan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.198 | Public IP: 157.50.95.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:17 IST Mon Jul 20 2020 | Duration: 3h:09m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 93992986 | Bytes Rx: 37814927 | IP Addr: 10.149.232.198 | Public IP: 157.50.95.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:17 IST Mon Jul 20 2020 | Duration: 3h:09m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 93992986 | Bytes Rx: 37814927 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15217 | Audit Session ID: 0a95072a03b710005f14ff61 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15217 | Audit Session ID: 0a95072a03b710005f14ff61 | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.singhal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.202 | Public IP: 150.129.28.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:22 IST Mon Jul 20 2020 | Duration: 3h:09m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 380949823 | Bytes Rx: 150625031 | IP Addr: 10.149.232.202 | Public IP: 150.129.28.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:22 IST Mon Jul 20 2020 | Duration: 3h:09m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 380949823 | Bytes Rx: 150625031 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15218 | Audit Session ID: 0a95072a03b720005f14ff66 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15218 | Audit Session ID: 0a95072a03b720005f14ff66 | Security Group Tag: none | EasyVPN: 0 ||
Username: RVeerapp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.204 | Public IP: 157.50.62.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:52:36 IST Mon Jul 20 2020 | Duration: 3h:07m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 287740196 | Bytes Rx: 81946204 | IP Addr: 10.149.232.204 | Public IP: 157.50.62.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:52:36 IST Mon Jul 20 2020 | Duration: 3h:07m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 287740196 | Bytes Rx: 81946204 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15219 | Audit Session ID: 0a95072a03b730005f14ffec | Security Group Tag: none | EasyVPN: 0 |Session ID: 15219 | Audit Session ID: 0a95072a03b730005f14ffec | Security Group Tag: none | EasyVPN: 0 ||
Username: premraje | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.205 | Public IP: 49.207.128.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:52:47 IST Mon Jul 20 2020 | Duration: 3h:07m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 8137427 | Bytes Rx: 3300843 | IP Addr: 10.149.232.205 | Public IP: 49.207.128.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:52:47 IST Mon Jul 20 2020 | Duration: 3h:07m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 8137427 | Bytes Rx: 3300843 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15220 | Audit Session ID: 0a95072a03b740005f14fff7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15220 | Audit Session ID: 0a95072a03b740005f14fff7 | Security Group Tag: none | EasyVPN: 0 ||
Username: valchock | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.206 | Public IP: 182.65.193.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:26 IST Mon Jul 20 2020 | Duration: 3h:03m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 162031623 | Bytes Rx: 68710534 | IP Addr: 10.149.232.206 | Public IP: 182.65.193.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:26 IST Mon Jul 20 2020 | Duration: 3h:03m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 162031623 | Bytes Rx: 68710534 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15221 | Audit Session ID: 0a95072a03b750005f1500d2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15221 | Audit Session ID: 0a95072a03b750005f1500d2 | Security Group Tag: none | EasyVPN: 0 ||
